id,repo,method,docstring,path,helpers,gptOutput
6621cd80cda9bd4817b10f64,tony19/logback-android,"public Map<String, String> getEffectiveConverterMap() {
    Map<String, String> effectiveMap = new HashMap<String, String>();

    // add the least specific map fist
    Map<String, String> defaultMap = getDefaultConverterMap();
    if (defaultMap != null) {
      effectiveMap.putAll(defaultMap);
    }

    // contextMap is more specific than the default map
    Context context = getContext();
    if (context != null) {
      @SuppressWarnings(""unchecked"")
      Map<String, String> contextMap = (Map<String, String>) context
          .getObject(CoreConstants.PATTERN_RULE_REGISTRY);
      if (contextMap != null) {
        effectiveMap.putAll(contextMap);
      }
    }
    return effectiveMap;
  }",Returns a map where the default converter map is merged with the map contained in the context .,logback-android/src/main/java/ch/qos/logback/core/html/HTMLLayoutBase.java,"[{'Syntax': 'getDefaultConverterMap()', 'FunctionName': 'getDefaultConverterMap', 'ArgsCount': 0, 'MethodBody': 'public  Map<String, String> getDefaultConverterMap() {\n    return converterMap;\n  }', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/SamplePatternLayout.java'}, {'Syntax': 'getContext()', 'FunctionName': 'getContext', 'ArgsCount': 0, 'MethodBody': 'abstract public Context getContext();', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/AbstractPatternLayoutBaseTest.java'}, {'Syntax': 'context\n          .getObject(CoreConstants.PATTERN_RULE_REGISTRY)', 'FunctionName': 'getObject', 'ArgsCount': 1, 'MethodBody': 'public Object getObject(String key) {\n    return objectMap.get(key);\n  }', 'FileName': '/tony19/logback-android/logback-android/src/main/java/ch/qos/logback/core/ContextBase.java'}]"
6621cd96cda9bd4817b11135,robeio/robe,"private static void setCountIntervalValues(TriggerInfo dto, TriggerBuilder<org.quartz.Trigger> builder) {
        SimpleScheduleBuilder builderSc = SimpleScheduleBuilder.simpleSchedule();
        if (dto.getRepeatCount() != 0)
            builderSc.withRepeatCount(dto.getRepeatCount());

        if (dto.getRepeatInterval() > 0)
            builderSc.withIntervalInMilliseconds(dto.getRepeatInterval());
        builder.withSchedule(builderSc);
    }",Helps to set count and intervals,robe-quartz/src/main/java/io/robe/quartz/info/JobInfoProvider.java,"[{'Syntax': 'dto.getRepeatCount()', 'FunctionName': 'getRepeatCount', 'ArgsCount': 0, 'MethodBody': 'int getRepeatCount();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getRepeatCount()', 'FunctionName': 'getRepeatCount', 'ArgsCount': 0, 'MethodBody': 'int getRepeatCount();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getRepeatInterval()', 'FunctionName': 'getRepeatInterval', 'ArgsCount': 0, 'MethodBody': 'long getRepeatInterval();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getRepeatInterval()', 'FunctionName': 'getRepeatInterval', 'ArgsCount': 0, 'MethodBody': 'long getRepeatInterval();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}]"
6621cd96cda9bd4817b11136,TypedRest/TypedRest-Java,"protected void delete() {
        String question = ""Are you sure you want to delete "" + getCaption() + ""?"";
        ConfirmDialog.show(getUI(), question, (ConfirmDialog cd) -> {
            if (cd.isConfirmed()) {
                try {
                    onDelete();
                    close();
                } catch (IOException | IllegalArgumentException | IllegalAccessException | IllegalStateException ex) {
                    onError(ex);
                } catch (RuntimeException ex) {
                    // Must explicitly send unhandled exceptions to error handler.
                    // Would otherwise get swallowed silently within callback handler.
                    getUI().getErrorHandler().error(new com.vaadin.server.ErrorEvent(ex));
                }
            }
        });
    }",Deletes the element .,vaadin/src/main/java/net/typedrest/vaadin/views/ElementView.java,"[{'Syntax': 'onDelete()', 'FunctionName': 'onDelete', 'ArgsCount': 0, 'MethodBody': 'protected void onDelete()\n            throws IOException, IllegalArgumentException, IllegalAccessException, FileNotFoundException, IllegalStateException {\n        endpoint.delete();\n        eventBus.post(new ElementDeletedEvent<>(endpoint));\n    }', 'FileName': '/TypedRest/TypedRest-Java/vaadin/src/main/java/net/typedrest/vaadin/views/ElementView.java'}, {'Syntax': 'close()', 'FunctionName': 'close', 'ArgsCount': 0, 'MethodBody': 'protected void close() {\n        if (containingWindow != null) {\n            containingWindow.close();\n        }\n    }', 'FileName': '/TypedRest/TypedRest-Java/vaadin/src/main/java/net/typedrest/vaadin/views/ViewComponent.java'}, {'Syntax': 'onError(ex)', 'FunctionName': 'onError', 'ArgsCount': 1, 'MethodBody': '@Override\n    public void onError(final Throwable throwable) {\n        ui.access(() -> {\n            Logger.getLogger(NotificationErrorHandler.class.getName()).log(Level.WARNING, null, throwable);\n            Notification.show(""Error"", getFullMessage(throwable), Notification.Type.WARNING_MESSAGE);\n            ui.push();\n        });\n    }', 'FileName': '/TypedRest/TypedRest-Java/vaadin/src/main/java/net/typedrest/vaadin/views/UISubscriber.java'}, {'Syntax': 'getUI().getErrorHandler().error(new com.vaadin.server.ErrorEvent(ex))', 'FunctionName': 'error', 'ArgsCount': 1, 'MethodBody': '@Override\n    public void error(ErrorEvent event) {\n        Throwable ex = event.getThrowable();\n        Logger.getLogger(NotificationErrorHandler.class.getName()).log(Level.SEVERE, null, ex);\n        Notification.show(""System error"", getFullMessage(ex), Notification.Type.ERROR_MESSAGE);\n    }', 'FileName': '/TypedRest/TypedRest-Java/vaadin/src/main/java/net/typedrest/vaadin/NotificationErrorHandler.java'}]"
6621cd96cda9bd4817b11137,Unidata/thredds,"private boolean put(DataRootExt dateRootExt) {
    map.put(dateRootExt.getPath(), dateRootExt);
    return treeSet.add(dateRootExt.getPath());
  }",Add a dataRootExt to in - memory tree .,tdcommon/src/main/java/thredds/server/catalog/DataRootPathMatcher.java,[]
6621cd96cda9bd4817b11138,ngageoint/geopackage-android,"public void setData(Bitmap bitmap, Bitmap.CompressFormat format)
            throws IOException {
        setData(bitmap, format, 100);
    }",Set the data from a full quality bitmap,geopackage-sdk/src/main/java/mil/nga/geopackage/extension/related/media/MediaRow.java,"[{'Syntax': 'setData(bitmap, format, 100)', 'FunctionName': 'setData', 'ArgsCount': 3, 'MethodBody': 'public void setData(Bitmap bitmap, Bitmap.CompressFormat format, int quality)\n            throws IOException {\n        setData(BitmapConverter.toBytes(bitmap, format, quality));\n    }', 'FileName': '/ngageoint/geopackage-android/geopackage-sdk/src/main/java/mil/nga/geopackage/extension/related/media/MediaRow.java'}]"
6621cd96cda9bd4817b11139,oblac/jodd,"public EmailFilter cc(final String ccAddress) {
		final SearchTerm toTerm = new RecipientStringTerm(RecipientType.CC, ccAddress);
		concat(toTerm);
		return this;
	}",Defines filter for CC field .,jodd-mail/src/main/java/jodd/mail/EmailFilter.java,[]
6621cd96cda9bd4817b1113a,robeio/robe,"private static void setStartEndTime(TriggerInfo dto, TriggerBuilder<org.quartz.Trigger> builder) {
        if (dto.getStartTime() > -1)
            builder.startAt(new Date(dto.getStartTime()));
        else
            builder.startNow();

        if (dto.getEndTime() > -1)
            builder.endAt(new Date(dto.getEndTime()));
    }",Helps to set start and end times,robe-quartz/src/main/java/io/robe/quartz/info/JobInfoProvider.java,"[{'Syntax': 'dto.getStartTime()', 'FunctionName': 'getStartTime', 'ArgsCount': 0, 'MethodBody': 'long getStartTime();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getStartTime()', 'FunctionName': 'getStartTime', 'ArgsCount': 0, 'MethodBody': 'long getStartTime();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getEndTime()', 'FunctionName': 'getEndTime', 'ArgsCount': 0, 'MethodBody': 'long getEndTime();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}, {'Syntax': 'dto.getEndTime()', 'FunctionName': 'getEndTime', 'ArgsCount': 0, 'MethodBody': 'long getEndTime();', 'FileName': '/robeio/robe/robe-quartz/src/main/java/io/robe/quartz/info/TriggerInfo.java'}]"
6621cd96cda9bd4817b1113b,wildfly/wildfly,"public static PrimitiveAnalysis getPrimitiveAnalysis(final Class cls) {
        if (cls == null)
            throw IIOPLogger.ROOT_LOGGER.cannotAnalyzeNullClass();

        if (cls == Void.TYPE)
            return voidAnalysis;
        if (cls == Boolean.TYPE)
            return booleanAnalysis;
        if (cls == Character.TYPE)
            return charAnalysis;
        if (cls == Byte.TYPE)
            return byteAnalysis;
        if (cls == Short.TYPE)
            return shortAnalysis;
        if (cls == Integer.TYPE)
            return intAnalysis;
        if (cls == Long.TYPE)
            return longAnalysis;
        if (cls == Float.TYPE)
            return floatAnalysis;
        if (cls == Double.TYPE)
            return doubleAnalysis;

        throw IIOPLogger.ROOT_LOGGER.notAPrimitive(cls.getName());
    }",Get a singleton instance representing one of the primitive types .,iiop-openjdk/src/main/java/org/wildfly/iiop/openjdk/rmi/PrimitiveAnalysis.java,"[{'Syntax': 'IIOPLogger.ROOT_LOGGER.cannotAnalyzeNullClass()', 'FunctionName': 'cannotAnalyzeNullClass', 'ArgsCount': 0, 'MethodBody': '@Message(id = 59, value = ""Cannot analyze a null class"")\n    IllegalArgumentException cannotAnalyzeNullClass();', 'FileName': '/wildfly/wildfly/iiop-openjdk/src/main/java/org/wildfly/iiop/openjdk/logging/IIOPLogger.java'}, {'Syntax': 'IIOPLogger.ROOT_LOGGER.notAPrimitive(cls.getName())', 'FunctionName': 'notAPrimitive', 'ArgsCount': 1, 'MethodBody': '@Message(id = 65, value = ""Not a primitive type: %s"")\n    IllegalArgumentException notAPrimitive(String type);', 'FileName': '/wildfly/wildfly/iiop-openjdk/src/main/java/org/wildfly/iiop/openjdk/logging/IIOPLogger.java'}, {'Syntax': 'cls.getName()', 'FunctionName': 'getName', 'ArgsCount': 0, 'MethodBody': 'public String getName() {\n        return name;\n    }', 'FileName': '/wildfly/wildfly/sar/src/main/java/org/jboss/as/service/descriptor/JBossServiceConfig.java'}]"
6621cd96cda9bd4817b1113c,Unidata/thredds,"public String getFullName() {
    return (parent == null)
        ? name
        : (parent.getFullName() == null || parent.getFullName().length() == 0)
        ? name
        : parent.getFullName() + ""/"" + name;
  }",Get the full heirarchical name of the dataset which has all parent collection names .,legacy/src/main/java/thredds/catalog/InvDataset.java,[]
6621cd96cda9bd4817b1113d,objectify/objectify,"private static Type[] getExactDirectSuperTypes(Type type) {
		if (type instanceof ParameterizedType || type instanceof Class) {
			Class<?> clazz;
			if (type instanceof ParameterizedType) {
				clazz = (Class<?>)((ParameterizedType)type).getRawType();
			} else {
				// TODO primitive types?
				clazz = (Class<?>)type;
				if (clazz.isArray())
					return getArrayExactDirectSuperTypes(clazz);
			}
			
			Type[] superInterfaces = clazz.getGenericInterfaces();
			Type superClass = clazz.getGenericSuperclass();
			
			// the only supertype of an interface without superinterfaces is Object
			if (superClass == null && superInterfaces.length == 0 && clazz.isInterface()) {
				return new Type[] {Object.class};
			}
			
			Type[] result;
			int resultIndex;
			if (superClass == null) {
				result = new Type[superInterfaces.length];
				resultIndex = 0;
			} else {
				result = new Type[superInterfaces.length + 1];
				resultIndex = 1;
				result[0] = mapTypeParameters(superClass, type);
			}
			for (Type superInterface : superInterfaces) {
				result[resultIndex++] = mapTypeParameters(superInterface, type);
			}
			
			return result;
		} else if (type instanceof TypeVariable) {
			TypeVariable<?> tv = (TypeVariable<?>) type;
			return tv.getBounds();
		} else if (type instanceof WildcardType) {
			// This should be a rare case: normally this wildcard is already captured.
			// But it does happen if the upper bound of a type variable contains a wildcard
			// TODO shouldn't upper bound of type variable have been captured too? (making this case impossible?)
			return ((WildcardType) type).getUpperBounds();
		} else if (type instanceof CaptureType) {
			return ((CaptureType)type).getUpperBounds();
		} else if (type instanceof GenericArrayType) {
			return getArrayExactDirectSuperTypes(type);
		} else if (type == null) {
			throw new NullPointerException();
		} else {
			throw new RuntimeException(""not implemented type: "" + type);
		}
	}",Returns the direct supertypes of the given type . Resolves type parameters .,src/main/java/com/googlecode/objectify/repackaged/gentyref/GenericTypeReflector.java,"[{'Syntax': '((ParameterizedType)type).getRawType()', 'FunctionName': 'getRawType', 'ArgsCount': 0, 'MethodBody': 'public Type getRawType() {\n\t\treturn rawType;\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/ParameterizedTypeImpl.java'}, {'Syntax': 'getArrayExactDirectSuperTypes(clazz)', 'FunctionName': 'getArrayExactDirectSuperTypes', 'ArgsCount': 1, 'MethodBody': 'private static Type[] getArrayExactDirectSuperTypes(Type arrayType) {\n\t\t// see http://java.sun.com/docs/books/jls/third_edition/html/typesValues.html#4.10.3\n\t\tType typeComponent = getArrayComponentType(arrayType);\n\n\t\tType[] result;\n\t\tint resultIndex;\n\t\tif (typeComponent instanceof Class && ((Class<?>)typeComponent).isPrimitive()) {\n\t\t\tresultIndex = 0;\n\t\t\tresult = new Type[3];\n\t\t} else {\n\t\t\tType[] componentSupertypes = getExactDirectSuperTypes(typeComponent);\n\t\t\tresult = new Type[componentSupertypes.length + 3];\n\t\t\tfor (resultIndex = 0; resultIndex < componentSupertypes.length; resultIndex++) {\n\t\t\t\tresult[resultIndex] = GenericArrayTypeImpl.createArrayType(componentSupertypes[resultIndex]);\n\t\t\t}\n\t\t}\n\t\tresult[resultIndex++] = Object.class;\n\t\tresult[resultIndex++] = Cloneable.class;\n\t\tresult[resultIndex++] = Serializable.class;\n\t\treturn result;\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/GenericTypeReflector.java'}, {'Syntax': 'mapTypeParameters(superClass, type)', 'FunctionName': 'mapTypeParameters', 'ArgsCount': 2, 'MethodBody': 'private static Type mapTypeParameters(Type toMapType, Type typeAndParams) {\n\t\tif (isMissingTypeParameters(typeAndParams)) {\n\t\t\treturn erase(toMapType);\n\t\t} else {\n\t\t\tVarMap varMap = new VarMap();\n\t\t\tType handlingTypeAndParams = typeAndParams;\n\t\t\twhile(handlingTypeAndParams instanceof ParameterizedType) {\n\t\t\t\tParameterizedType pType = (ParameterizedType)handlingTypeAndParams;\n\t\t\t\tClass<?> clazz = (Class<?>)pType.getRawType(); // getRawType should always be Class\n\t\t\t\tvarMap.addAll(clazz.getTypeParameters(), pType.getActualTypeArguments());\n\t\t\t\thandlingTypeAndParams = pType.getOwnerType();\n\t\t\t}\n\t\t\treturn varMap.map(toMapType);\n\t\t}\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/GenericTypeReflector.java'}, {'Syntax': 'mapTypeParameters(superInterface, type)', 'FunctionName': 'mapTypeParameters', 'ArgsCount': 2, 'MethodBody': 'private static Type mapTypeParameters(Type toMapType, Type typeAndParams) {\n\t\tif (isMissingTypeParameters(typeAndParams)) {\n\t\t\treturn erase(toMapType);\n\t\t} else {\n\t\t\tVarMap varMap = new VarMap();\n\t\t\tType handlingTypeAndParams = typeAndParams;\n\t\t\twhile(handlingTypeAndParams instanceof ParameterizedType) {\n\t\t\t\tParameterizedType pType = (ParameterizedType)handlingTypeAndParams;\n\t\t\t\tClass<?> clazz = (Class<?>)pType.getRawType(); // getRawType should always be Class\n\t\t\t\tvarMap.addAll(clazz.getTypeParameters(), pType.getActualTypeArguments());\n\t\t\t\thandlingTypeAndParams = pType.getOwnerType();\n\t\t\t}\n\t\t\treturn varMap.map(toMapType);\n\t\t}\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/GenericTypeReflector.java'}, {'Syntax': '((WildcardType) type).getUpperBounds()', 'FunctionName': 'getUpperBounds', 'ArgsCount': 0, 'MethodBody': 'public Type[] getUpperBounds() {\n\t\treturn upperBounds.clone();\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/WildcardTypeImpl.java'}, {'Syntax': '((CaptureType)type).getUpperBounds()', 'FunctionName': 'getUpperBounds', 'ArgsCount': 0, 'MethodBody': 'public Type[] getUpperBounds() {\n\t\treturn upperBounds.clone();\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/WildcardTypeImpl.java'}, {'Syntax': 'getArrayExactDirectSuperTypes(type)', 'FunctionName': 'getArrayExactDirectSuperTypes', 'ArgsCount': 1, 'MethodBody': 'private static Type[] getArrayExactDirectSuperTypes(Type arrayType) {\n\t\t// see http://java.sun.com/docs/books/jls/third_edition/html/typesValues.html#4.10.3\n\t\tType typeComponent = getArrayComponentType(arrayType);\n\n\t\tType[] result;\n\t\tint resultIndex;\n\t\tif (typeComponent instanceof Class && ((Class<?>)typeComponent).isPrimitive()) {\n\t\t\tresultIndex = 0;\n\t\t\tresult = new Type[3];\n\t\t} else {\n\t\t\tType[] componentSupertypes = getExactDirectSuperTypes(typeComponent);\n\t\t\tresult = new Type[componentSupertypes.length + 3];\n\t\t\tfor (resultIndex = 0; resultIndex < componentSupertypes.length; resultIndex++) {\n\t\t\t\tresult[resultIndex] = GenericArrayTypeImpl.createArrayType(componentSupertypes[resultIndex]);\n\t\t\t}\n\t\t}\n\t\tresult[resultIndex++] = Object.class;\n\t\tresult[resultIndex++] = Cloneable.class;\n\t\tresult[resultIndex++] = Serializable.class;\n\t\treturn result;\n\t}', 'FileName': '/objectify/objectify/src/main/java/com/googlecode/objectify/repackaged/gentyref/GenericTypeReflector.java'}]"
6621cd96cda9bd4817b1113e,jboss/jboss-common-core,"protected T getParameterizedType(ParameterizedType type)
   {
      // First check if we already have it
      T result = peek(type);
      if (result != null)
         return result;
      
      // Instantiate
      result = instantiate(type);

      // Put the perlimanary result into the cache
      put(type, result);

      // Generate the details
      generate(type, result);
      
      return result;
   }",Get the information for a parameterized type,src/main/java/org/jboss/util/collection/WeakTypeCache.java,"[{'Syntax': 'peek(type)', 'FunctionName': 'peek', 'ArgsCount': 1, 'MethodBody': 'public Object peek(Object key) \n   {\n      TimedEntry entry = (TimedEntry) entryMap.get(key);\n      Object value = null;\n      if( entry != null )\n         value = entry.getValue();\n      return value;\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/TimedCachePolicy.java'}, {'Syntax': 'instantiate(type)', 'FunctionName': 'instantiate', 'ArgsCount': 1, 'MethodBody': 'protected abstract T instantiate(Class<?> clazz);', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/collection/WeakClassCache.java'}, {'Syntax': 'put(type, result)', 'FunctionName': 'put', 'ArgsCount': 2, 'MethodBody': 'public V put(K key, V value)\n   {\n      key = maskNull(key);\n\n      Entry<K, V>[] table = this.table;\n      int hash = hash(key);\n      int length = table.length;\n      int index = index(hash, length);\n\n      for (int start = index; ;)\n      {\n         Entry<K, V> e = table[index];\n         if (e == null)\n            break;\n\n         if (e.hash == hash && eq(key, e.key))\n         {\n            table[index] = new Entry<K, V>(e.key, e.hash, value);\n            return e.value;\n         }\n\n         index = nextIndex(index, length);\n         if (index == start)\n            throw new IllegalStateException(""Table is full!"");\n      }\n\n      modCount++;\n      table[index] = new Entry<K, V>(key, hash, value);\n      if (++size >= threshold)\n         resize(length);\n\n      return null;\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/collection/FastCopyHashMap.java'}, {'Syntax': 'generate(type, result)', 'FunctionName': 'generate', 'ArgsCount': 2, 'MethodBody': 'public static int generate(final Object array[], final boolean deep) {\n      int hashcode = 0;\n\n      for (int i=0; i<array.length; i++) {\n         if (deep && (array[i] instanceof Object[])) {\n            hashcode ^= generate((Object[])array[i], true);\n         }\n         else {\n            hashcode ^= array[i].hashCode();\n         }\n      } \n\n      return hashcode;\n   }', 'FileName': '/jboss/jboss-common-core/src/main/java/org/jboss/util/HashCode.java'}]"
