method,docstring,_id
"@Override
    public DispatchQuery createDispatchQuery(
            Session session,
            AnalyzerProvider analyzerProvider,
            String query,
            PreparedQuery preparedQuery,
            String slug,
            int retryCount,
            ResourceGroupId resourceGroup,
            Optional<QueryType> queryType,
            WarningCollector warningCollector,
            Consumer<DispatchQuery> queryQueuer)
    {
        QueryStateMachine stateMachine = QueryStateMachine.begin(
                query,
                preparedQuery.getPrepareSql(),
                session,
                locationFactory.createQueryLocation(session.getQueryId()),
                resourceGroup,
                queryType,
                preparedQuery.isTransactionControlStatement(),
                transactionManager,
                accessControl,
                executor,
                metadata,
                warningCollector);

        stateMachine.addStateChangeListener(new QueryStateTracingListener(stateMachine.getSession().getTracer().orElse(NoopTracerProvider.NOOP_TRACER)));
        queryMonitor.queryCreatedEvent(stateMachine.getBasicQueryInfo(Optional.empty()));

        ListenableFuture<QueryExecution> queryExecutionFuture = executor.submit(() -> {
            QueryExecutionFactory<?> queryExecutionFactory = executionFactoriesManager.getExecutionFactory(preparedQuery);
            if (queryExecutionFactory == null) {
                throw new PrestoException(NOT_SUPPORTED, ""Unsupported statement type: "" + preparedQuery.getStatementClass().getSimpleName());
            }

            return queryExecutionFactory.createQueryExecution(analyzerProvider, preparedQuery, stateMachine, slug, retryCount, warningCollector, queryType);
        });

        return new LocalDispatchQuery(
                stateMachine,
                queryMonitor,
                queryExecutionFuture,
                clusterSizeMonitor,
                executor,
                queryQueuer,
                queryManager::createQuery,
                retryCount > 0,
                queryPrerequisitesManager);
    }","/**
     *  This method instantiates a new dispatch query object as part of preparing phase for pre-query execution.
     *
     *  The dispatch query is submitted to the {@link ResourceGroupManager} which enqueues the query.
     *  The event of creating the dispatch query is logged after registering to the query tracker which is used to keep track of the state of the query.
     *  The log is done by adding a state change listener to the query.
     *  The state transition listener is useful to understand the state when a query has moved from created to running, running to error completed.
     *  Once dispatch query object is created and it's registered with the query tracker, start sending heard beat to indicate that this query is now running
     *  to the {@link ResourceGroupManager}. This is no-op for no disaggregated coordinator setup
     *
     * @param session the session
     * @param analyzerProvider the analyzer provider
     * @param query the query
     * @param preparedQuery the prepared query
     * @param slug the unique query slug for each {@code Query} object
     * @param retryCount the query retry count
     * @param resourceGroup the resource group to be used
     * @param queryType the query type derived from the {@code PreparedQuery statement}
     * @param warningCollector the warning collector
     * @param queryQueuer the query queuer is invoked when a query is to submit to the {@link com.facebook.presto.execution.resourceGroups.ResourceGroupManager}
     * @return
     */",67087d9d82a3a5339cc3dc72
"public Color add (float r, float g, float b, float a) {
		this.r += r;
		this.g += g;
		this.b += b;
		this.a += a;
		return clamp();
	}","/** Adds the given color component values to this Color's values.
	 * 
	 * @param r Red component
	 * @param g Green component
	 * @param b Blue component
	 * @param a Alpha component
	 * 
	 * @return this Color for chaining */",67087d9d82a3a5339cc3dc73
"public static boolean isValidExpression(@Nullable String expression) {
		if (expression == null) {
			return false;
		}
		try {
			parse(expression);
			return true;
		}
		catch (IllegalArgumentException ex) {
			return false;
		}
	}","/**
	 * Determine whether the given string represents a valid cron expression.
	 * @param expression the expression to evaluate
	 * @return {@code true} if the given expression is a valid cron expression
	 * @since 5.3.8
	 */",67087d9d82a3a5339cc3dc74
"public void propagate(int lengthFromSource, int lengthToTarget) {
        int newLength = lengthFromSource + dataGraphLength();
        forwardNode.newPropagatedLengthFromSource(newLength, lengthToTarget - dataGraphLength());
        this.addSourceLength(newLength);
    }","/**
     * Propagate the length pair up to the forward node and register the new source length with the forward node
     */",67087d9d82a3a5339cc3dc75
"@Override
	public void set(String headerName, @Nullable String headerValue) {
		List<String> headerValues = new ArrayList<>(1);
		headerValues.add(headerValue);
		this.headers.put(headerName, headerValues);
	}","/**
	 * Set the given, single header value under the given name.
	 * @param headerName the header name
	 * @param headerValue the header value
	 * @throws UnsupportedOperationException if adding headers is not supported
	 * @see #put(String, List)
	 * @see #add(String, String)
	 */",67087d9d82a3a5339cc3dc76
"public List<DataSegment> getLoadingSegments()
  {
    final List<DataSegment> loadingSegments = new ArrayList<>();
    queuedSegments.forEach((segment, action) -> {
      if (action == SegmentAction.LOAD) {
        loadingSegments.add(segment);
      }
    });

    return loadingSegments;
  }","/**
   * Segments that are currently in the queue for being loaded on this server.
   * This does not include segments that are being moved to this server.
   */",67087d9d82a3a5339cc3dc77
"@Nullable
	public static String getSessionId(HttpServletRequest request) {
		Assert.notNull(request, ""Request must not be null"");
		HttpSession session = request.getSession(false);
		return (session != null ? session.getId() : null);
	}","/**
	 * Determine the session id of the given request, if any.
	 * @param request current HTTP request
	 * @return the session id, or {@code null} if none
	 */",67087d9d82a3a5339cc3dc78
"public synchronized int pendingCount() {
        List<Tuple<Translog.Location, Consumer<Boolean>>> locationListeners = locationRefreshListeners;
        List<Tuple<Long, ActionListener<Void>>> checkpointListeners = checkpointRefreshListeners;
        // A null list means we haven't accumulated any listeners. Otherwise, we need the size.
        return (locationListeners == null ? 0 : locationListeners.size()) + (checkpointListeners == null ? 0 : checkpointListeners.size());
    }","/**
     * The total number of pending listeners.
     */",67087d9d82a3a5339cc3dc79
"public CreateIndexRequestBuilder setWaitForActiveShards(ActiveShardCount waitForActiveShards) {
        request.waitForActiveShards(waitForActiveShards);
        return this;
    }","/**
     * Sets the number of shard copies that should be active for index creation to return.
     * Defaults to {@link ActiveShardCount#DEFAULT}, which will wait for one shard copy
     * (the primary) to become active. Set this value to {@link ActiveShardCount#ALL} to
     * wait for all shards (primary and all replicas) to be active before returning.
     * Otherwise, use {@link ActiveShardCount#from(int)} to set this value to any
     * non-negative integer, up to the number of copies per shard (number of replicas + 1),
     * to wait for the desired amount of shard copies to become active before returning.
     * Index creation will only wait up until the timeout value for the number of shard copies
     * to be active before returning.  Check {@link CreateIndexResponse#isShardsAcknowledged()} to
     * determine if the requisite shard copies were all started before returning or timing out.
     *
     * @param waitForActiveShards number of active shard copies to wait on
     */",67087d9d82a3a5339cc3dc7a
"@Nullable
	public T findObject(int p1, int p2, @Nullable Map<?, ?> context) throws DataAccessException {
		return findObject(new Object[] {p1, p2}, context);
	}","/**
	 * Convenient method to find a single object given two int parameters
	 * and a context.
	 */",67087d9d82a3a5339cc3dc7b
"public void add(long index, int value)
    {
        array[segment(index)][offset(index)] += value;
    }","/**
     * Adds the specified value to the specified element of this big array.
     *
     * @param index a position in this big array.
     * @param value the value
     */",67087d9d82a3a5339cc3dc7c
"@Test
  public void testAnotherAllocatePendingSegmentAfterRevertingCompaction()
  {
    String maxVersion = ""Z"";

    // 1.0) simulate one append load
    final PartialShardSpec partialShardSpec = NumberedPartialShardSpec.instance();
    final String dataSource = ""ds"";
    final Interval interval = Intervals.of(""2017-01-01/2017-02-01"");
    final SegmentIdWithShardSpec identifier = coordinator.allocatePendingSegment(
        dataSource,
        ""seq"",
        null,
        interval,
        partialShardSpec,
        ""A"",
        true,
        null
    );
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A"", identifier.toString());
    // Assume it publishes; create its corresponding segment
    DataSegment segment = new DataSegment(
        ""ds"",
        Intervals.of(""2017-01-01T00Z/2017-02-01T00Z""),
        ""A"",
        ImmutableMap.of(),
        ImmutableList.of(""dim1""),
        ImmutableList.of(""m1""),
        new LinearShardSpec(0),
        9,
        100
    );
    Assert.assertTrue(segmentSchemaTestUtils.insertUsedSegments(ImmutableSet.of(segment), Collections.emptyMap()));
    List<String> ids = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A"", ids.get(0));


    // 1.1) simulate one more append load  (as if previous segment was published, note different sequence name)
    final SegmentIdWithShardSpec identifier1 = coordinator.allocatePendingSegment(
        dataSource,
        ""seq2"",
        identifier.toString(),
        interval,
        partialShardSpec,
        maxVersion,
        true,
        null
    );
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_1"", identifier1.toString());
    // Assume it publishes; create its corresponding segment
    segment = new DataSegment(
        ""ds"",
        Intervals.of(""2017-01-01T00Z/2017-02-01T00Z""),
        ""A"",
        ImmutableMap.of(),
        ImmutableList.of(""dim1""),
        ImmutableList.of(""m1""),
        new LinearShardSpec(1),
        9,
        100
    );
    Assert.assertTrue(segmentSchemaTestUtils.insertUsedSegments(ImmutableSet.of(segment), Collections.emptyMap()));
    ids = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_1"", ids.get(1));


    // 1.2) simulate one more append load  (as if previous segment was published, note different sequence name)
    final SegmentIdWithShardSpec identifier2 = coordinator.allocatePendingSegment(
        dataSource,
        ""seq3"",
        identifier1.toString(),
        interval,
        partialShardSpec,
        maxVersion,
        true,
        null
    );
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_2"", identifier2.toString());
    // Assume it publishes; create its corresponding segment
    segment = new DataSegment(
        ""ds"",
        Intervals.of(""2017-01-01T00Z/2017-02-01T00Z""),
        ""A"",
        ImmutableMap.of(),
        ImmutableList.of(""dim1""),
        ImmutableList.of(""m1""),
        new LinearShardSpec(2),
        9,
        100
    );
    // state so far:
    // pendings: A: 0,1,2
    // used segments A: 0,1,2
    // unused segments:
    Assert.assertTrue(segmentSchemaTestUtils.insertUsedSegments(ImmutableSet.of(segment), Collections.emptyMap()));
    ids = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_2"", ids.get(2));


    // 2)
    // now simulate that one compaction was done (batch) ingestion for same interval (like reindex of the previous three):
    DataSegment compactedSegment = new DataSegment(
        ""ds"",
        Intervals.of(""2017-01-01T00Z/2017-02-01T00Z""),
        ""B"",
        ImmutableMap.of(),
        ImmutableList.of(""dim1""),
        ImmutableList.of(""m1""),
        new LinearShardSpec(0),
        9,
        100
    );
    Assert.assertTrue(segmentSchemaTestUtils.insertUsedSegments(ImmutableSet.of(compactedSegment), Collections.emptyMap()));
    ids = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_B"", ids.get(3));
    // 3) When overshadowing, segments are still marked as ""used"" in the segments table
    // state so far:
    // pendings: A: 0,1,2
    // used segments: A: 0,1,2; B: 0 <- new compacted segment, overshadows previous version A
    // unused segment:

    // 4) pending segment of version = B, id = 1 <= appending new data, aborted
    final SegmentIdWithShardSpec identifier3 = coordinator.allocatePendingSegment(
        dataSource,
        ""seq4"",
        identifier2.toString(),
        interval,
        partialShardSpec,
        maxVersion,
        true,
        null
    );
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_B_1"", identifier3.toString());
    // no corresponding segment, pending aborted
    // state so far:
    // pendings: A: 0,1,2; B:1 (note that B_1 does not make it into segments since its task aborted)
    // used segments: A: 0,1,2; B: 0 <-  compacted segment, overshadows previous version A
    // unused segment:

    // 5) reverted compaction (by marking B_0 as unused)
    // Revert compaction a manual metadata update which is basically the following two steps:
    markAllSegmentsUnused(ImmutableSet.of(compactedSegment), DateTimes.nowUtc()); // <- drop compacted segment
    //        pending: version = A, id = 0,1,2
    //                 version = B, id = 1
    //
    //        used segment: version = A, id = 0,1,2
    //        unused segment: version = B, id = 0
    List<String> pendings = retrievePendingSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(4, pendings.size());

    List<String> used = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(3, used.size());

    List<String> unused = retrieveUnusedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(1, unused.size());

    // Simulate one more append load
    final SegmentIdWithShardSpec identifier4 = coordinator.allocatePendingSegment(
        dataSource,
        ""seq5"",
        identifier1.toString(),
        interval,
        partialShardSpec,
        maxVersion,
        true,
        null
    );
    // maxid = B_1 -> new partno = 2
    // versionofexistingchunk=A
    // ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_2
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_3"", identifier4.toString());
    // Assume it publishes; create its corresponding segment
    segment = new DataSegment(
        ""ds"",
        Intervals.of(""2017-01-01T00Z/2017-02-01T00Z""),
        ""A"",
        ImmutableMap.of(),
        ImmutableList.of(""dim1""),
        ImmutableList.of(""m1""),
        new LinearShardSpec(3),
        9,
        100
    );
    //        pending: version = A, id = 0,1,2,3
    //                 version = B, id = 1
    //
    //        used segment: version = A, id = 0,1,2,3
    //        unused segment: version = B, id = 0
    Assert.assertTrue(segmentSchemaTestUtils.insertUsedSegments(ImmutableSet.of(segment), Collections.emptyMap()));
    ids = retrieveUsedSegmentIds(derbyConnectorRule.metadataTablesConfigSupplier().get());
    Assert.assertEquals(""ds_2017-01-01T00:00:00.000Z_2017-02-01T00:00:00.000Z_A_3"", ids.get(3));

  }","/**
   * Slightly different from the above test that involves reverted compaction
   * 1) used segments of version = A, id = 0, 1, 2
   * 2) overwrote segments of version = B, id = 0 <= compaction
   * 3) marked segments unused for version = A, id = 0, 1, 2 <= overshadowing
   * 4) pending segment of version = B, id = 1 <= appending new data, aborted
   * 5) reverted compaction, mark segments used for version = A, id = 0, 1, 2, and mark compacted segments unused
   * 6) used segments of version = A, id = 0, 1, 2
   * 7) pending segment of version = B, id = 1
   */",67087d9d82a3a5339cc3dc7d
